Субъект Российской Федерации;Год;Период;Код медициской организации, подразделения медицинской организации;Медицинская организация, подразделение медицинской организации;Обслуживаемое население;Количество прикрепленного населения, всего;Количество прикрепленного населения, дети;Количество пересечений потоков пациентов при проведении профилактического медицинского осмотра, первого этапа диспансеризации с иными потоками пациентов в поликлинике, единица (целевое значение - не более 3), критерий достигнут;Количество пересечений потоков пациентов при проведении профилактического медицинского осмотра, первого этапа диспансеризации с иными потоками пациентов в поликлинике, единица (целевое значение - не более 3), текущий показатель;Количество пересечений потоков пациентов при предоставлении платных медицинских услуг и медицинской помощи в рамках программы государственных гарантий бесплатного оказания гражданам медицинской помощи, единица (целевое значение - не более 1), критерий достигнут;Количество пересечений потоков пациентов при предоставлении платных медицинских услуг и медицинской помощи в рамках программы государственных гарантий бесплатного оказания гражданам медицинской помощи, единица (целевое значение - не более 1), текущий показатель;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), критерий достигнут;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), плановая мощность;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), текущий показатель;Время поиска в системе навигации поликлиники информации для принятия решения о дальнейшем направлении движения к пункту назначения в каждой точке ветвления маршрутов, критерий достигнут;Время поиска в системе навигации поликлиники информации для принятия решения о дальнейшем направлении движения к пункту назначения в каждой точке ветвления маршрутов, текуший показатель;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), критерий достигнут;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), текущий показатель;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), критерий достигнут;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), текущий показатель;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение -не менее 80), критерий достигнут;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение - не менее 80), текущий показатель;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), критерий достигнут;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), текущий показатель;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), критерий достигнут;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), текущий показатель;Плановая дата достижения первого уровня новой модели организации оказания медицинской помощи
Республика Саха (Якутия);2023;Март;14-027/13;"ГАУ РС (Я) ""ЯГБ №3"" (2 педиатрическое отделение)";Детское;5919;5919;Оценка не проведена;0;Не требуется;0;Оценка не проведена;60;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Республика Саха (Якутия);2023;Март;14-030/13;"ГАУ РС (Я) ""МЦ г. Якутска"" (1 педиатрическое отделение)";Детское;13988;13988;Оценка не проведена;0;Не требуется;0;Оценка не проведена;579;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;30.10.2022
Республика Саха (Якутия);2023;Март;14-031/13;"ГАУ РС (Я) ""МЦ г. Якутска"" (2 педиатрическое отделение)";Детское;13988;13988;Оценка не проведена;0;Не требуется;0;Оценка не проведена;579;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;30.10.2022
Республика Саха (Якутия);2023;Март;14-032/13;"ГБУ РС (Я) ""Поликлиника №1"" (1 педиатрическое отделение)";Детское;11184;11184;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-033/13;"ГБУ РС (Я) ""Поликлиника №1"" (2 педиатрическое отделение)";Детское;11184;11184;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-034/30;"ГАУ РС(Я) ""Республиканская больница №1-НЦМ"" КДЦ";Взрослое;0;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;58;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-035/31;"ГАУ РС (Я) ""Республиканская больница №1 - Национальный центр медицины"" (Консультативная поликлиника педиатрического центра)";Детское;0;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;251;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-036/86;"ГБУ РС(Я) ""Абыйская ЦРБ"" (взрослое отделение)";Взросло-детское;1973;546;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;180;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-037/86;"ГБУ РС(Я)""Аллаиховская ЦРБ"" (взрослое отделение)";Взросло-детское;2726;808;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;222;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-038/86;"ГБУ РС(Я) ""Анабарская ЦРБ"" (взрослое отделение)";Взросло-детское;2493;840;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;118;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-039/86;"ГБУ РС(Я) ""Булунская ЦРБ"" (взрослое отделение)";Взрослое;3658;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;230;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-040/86;"ГБУ РС(Я) ""Верхнеколымская ЦРБ"" (взрослое отделение)";Взросло-детское;2425;707;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;256;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-041/86;"ГБУ РС(Я) ""Верхоянская ЦРБ"" (взрослое отделение)";Взросло-детское;5042;1750;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;174;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-042/86;"ГБУ РС(Я) ""Жиганская ЦРБ им.О.Г.Захаровой"" (взрослое отделение)";Взросло-детское;3869;1360;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;115;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-043/86;"ГБУ РС(Я) ""Мегино-Кангаласская ЦРБ"" (взрослое отделение)";Взрослое;7728;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-044/86;"ГБУ Рс(Я) ""Момская ЦРБ"" (взрослое отделение)";Взросло-детское;3364;1396;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-045/86;"ГБУ РС(Я) ""Намская ЦРБ"" (взрослое отделение)";Взрослое;7017;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;125;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-046/86;"ГБУ РС(Я) ""Нижнеколымская ЦРБ"" (взрослое отделение)";Взросло-детское;2777;800;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;55;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-047/86;"ГБУ РС(Я) ""Оймяконская ЦРБ"" (взрослое отделение)";Взросло-детское;4692;944;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-048/86;"ГБУ РС(Я) ""Оленекская ЦРБ"" (взрослое отделение)";Взросло-детское;2614;1012;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;145;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-049/86;"ГБУ РС(Я) ""Таттинская ЦРБ"" (взрослое отделение)";Взрослое;4332;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;160;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-050/86;"ГБУ РС(Я) ""Томпонская ЦРБ"" (взрослое отделение)";Взросло-детское;6457;1580;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;147;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-051/86;"ГБУ РС(Я) ""Усть-Майская ЦРБ"" (взрослое отделение)";Взросло-детское;3880;784;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;110;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-052/86;"ГБУ РС(Я) ""Эвено-Бытантайская ЦРБ"" (взрослое отделение)";Взросло-детское;2246;787;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;50;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.10.2022
Республика Саха (Якутия);2023;Март;14-053/86;"ГАУ РС(Я) ""Республиканская клиническая больница №3"" (взрослое отделение)";Взрослое;13781;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;299;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;30.10.2022
Республика Саха (Якутия);2023;Март;14-054/86;"ГБУ РС (Я) ""Алданская ЦРБ"" (Взрослое отделение в п. Томмот)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-055/86;"ГБУ РС (Я) ""Амгинская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-056/86;"ГБУ РС (Я) ""Айхальская городская больница"" (Взрослое отделение в г. Айхал)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-057/86;"ГБУ РС (Я) ""Айхальская городская больница"" (Взрослое отделение в п. Удачный)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-058/86;"ГБУ РС (Я) ""Верхневилюйская ЦРБ"" (Взрослое отделение в с. Андреевский)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-059/86;"ГБУ РС (Я) ""Вилюйская ЦРБ им. П.А. Петрова"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-060/86;"ГБУ РС (Я) ""Межулусный центр ""Горная ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-061/86;"ГБУ РС (Я) ""Кобяйская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-062/86;"ГБУ РС (Я) ""Ленская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-063/86;"ГБУ РС (Я) ""Мирнинская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-064/86;"ГБУ РС (Я) ""Нерюнгринская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-065/86;"ГБУ РС (Я) ""Нюрбинская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-066/86;"ГБУ РС (Я) ""Олёкминская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-067/86;"ГБУ РС (Я) ""Среднеколымская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-068/86;"ГБУ РС (Я) ""Сунтарская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-069/86;"ГБУ РС (Я) ""Усть-Алданская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-070/86;"ГБУ РС (Я) ""Усть-Янская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-071/86;"ГБУ РС (Я) ""Хангаласская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-072/86;"ГБУ РС (Я) ""Чурапчинская ЦРБ"" (Взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-073/86;"ГБУ РС (Я) ""ЯГБ №2"" (1 взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-074/86;"ГАУ РС (Я) ""ЯГБ №3"" (1 взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-075/86;"ГАУ РС (Я) ""ЯГБ №3"" (2 взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-076/86;"ГАУ РС (Я) ""МЦ г. Якутска"" (1 взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-077/86;"ГАУ РС (Я) ""МЦ г. Якутска"" (отделение медицинской профилактики)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-078/86;"ГБУ РС (Я) ""Поликлиника №1"" (1 взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Республика Саха (Якутия);2023;Март;14-079/86;"ГБУ РС (Я) ""Поликлиника №1"" (2 взрослое отделение)";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
решения о дальнейшем направлении движения к пункту назначения в каждой точке ветвления маршрутов, текуший показатель;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), критерий достигнут;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), текущий показатель;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), критерий достигнут;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), текущий показатель;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение -не менее 80), критерий достигнут;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение - не менее 80), текущий показатель;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), критерий достигнут;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), текущий показатель;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), критерий достигнут;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), текущий показатель;Плановая дата достижения первого уровня новой модели организации оказания медицинской помощи
Республика Северная Осетия - Алания;2023;Март;15-001/13;"ГБУЗ ""Алагирская ЦРБ"" детское подразделение";Детское;3806;3806;Оценка не проведена;0;Не требуется;0;Оценка не проведена;120;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-002/13;"ГБУЗ ""Ардонская ЦРБ"" детское подразделение";Детское;5200;5200;Оценка не проведена;0;Не требуется;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-003/13;"ГБУЗ ""Дигорская ЦРБ"" детское подразделение";Детское;4663;4663;Оценка не проведена;0;Не требуется;0;Оценка не проведена;50;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-004/13;"ГБУЗ ""Моздокская ЦРБ"" детское подразделение";Детское;22197;22197;Оценка не проведена;0;Не требуется;0;Оценка не проведена;450;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-005/13;"ГБУЗ ""Правобережная ЦРБ"" детское подразделение";Детское;9095;9095;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-006/13;"ГБУЗ ""Пригородная ЦРБ"" детское подразделение";Детское;17640;17640;Оценка не проведена;0;Не требуется;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-007/13;"ГБУЗ ""Поликлиника № 7"" детское подразделение";Детское;20205;20205;Оценка не проведена;0;Не требуется;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-008/13;"ГБУЗ ""РДКБ"" консультативная поликлиника";Детское;0;0;Не требуется;0;Оценка не проведена;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;30.12.2022
Республика Северная Осетия - Алания;2023;Март;15-009/86;"ФГБУ ""Северо-Кавказский Многопрофильный медицинский центр"" консультативно- поликлиническое отделение";Взрослое;0;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-010/86;"ГБУЗ ""Поликлиника № 1"" филиал 2";Взрослое;8950;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-011/86;"ГБУЗ ""Поликлиника № 1"" филиал 3";Взрослое;23574;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-012/86;"ГБУЗ ""Поликлиника № 4"" филиал 1";Взрослое;31232;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-013/86;"ГБУЗ ""Алагирская ЦРБ"" взрослая поликлиника";Взрослое;34596;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-014/86;"ГБУЗ ""Ардонская ЦРБ"" взрослая поликлиника";Взрослое;21700;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.12.2022
Республика Северная Осетия - Алания;2023;Март;15-015/86;"ГБУЗ ""Дигорская ЦРБ"" взрослая поликлиника";Взрослое;12913;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.05.2023
Республика Северная Осетия - Алания;2023;Март;15-016/86;"ГБУЗ ""Ирафская ЦРБ"" взрослая поликлиника";Взрослое;14886;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.05.2023
